run_id,method,query_id,input_path,file_name,error_type,error_message,parse_ok,formula,reduced_formula,target_formula,target_formula_match,declared_space_group,detected_space_group,target_space_group,space_group_consistent,multiplicity_checked,multiplicity_consistent,bond_reasonableness_score,bond_lengths_reasonable,min_distance,min_distance_pair,num_bad_contacts,volume,volume_per_atom,density,geometry_ok,geometry_warning_count,duplicate_group_id,is_duplicate,is_unique_representative,novelty_checked,nearest_reference_id,known_match,novel_by_structure_matcher,novelty_error,alignn_ok,alignn_model,formation_energy_per_atom,pre_dft_valid,pre_dft_rank_score,selected_for_dft,rediscovery_label,benchmark_rank_score,evaluator_pre_dft_validity_ok,evaluator_pre_dft_validity_skipped,evaluator_pre_dft_validity_summary,evaluator_pre_dft_validity_error_type,evaluator_pre_dft_validity_error_message,evaluator_pre_dft_validity_details
c587cff8-e659-4949-99a1-17b252ff56b9,direct_cif_set,,C:\Users\brown\Downloads\example created cifs\challenge_001_batio3_perovskite_solution.cif,challenge_001_batio3_perovskite_solution.cif,,,True,Ba1 Ti1 O3,BaTiO3,,,P 1,R3m,,False,False,,1.0,True,1.9918584287042083,Ti-O,0,97.33599999999997,19.467199999999995,3.9782275691152957,True,0,dup-0001,False,True,False,,,,,False,,,True,11000.0,False,valid_reference_not_checked,0.0,True,False,valid,,,"{'parse_ok': True, 'formula': 'Ba1 Ti1 O3', 'reduced_formula': 'BaTiO3', 'target_formula': None, 'target_formula_match': None, 'declared_space_group': 'P 1', 'detected_space_group': 'R3m', 'target_space_group': None, 'space_group_consistent': False, 'multiplicity_checked': False, 'multiplicity_consistent': None, 'bond_reasonableness_score': 1.0, 'bond_lengths_reasonable': True, 'min_distance': 1.9918584287042083, 'min_distance_pair': 'Ti-O', 'num_bad_contacts': 0, 'volume': 97.33599999999997, 'volume_per_atom': 19.467199999999995, 'density': 3.9782275691152957, 'geometry_ok': True, 'geometry_warning_count': 0, 'duplicate_group_id': 'dup-0001', 'is_duplicate': False, 'is_unique_representative': True, 'novelty_checked': False, 'nearest_reference_id': None, 'known_match': None, 'novel_by_structure_matcher': None, 'novelty_error': None, 'alignn_ok': False, 'alignn_model': None, 'formation_energy_per_atom': None, 'pre_dft_valid': True, 'pre_dft_rank_score': 11000.0, 'selected_for_dft': False, 'error_type': None, 'error_message': None}"
c587cff8-e659-4949-99a1-17b252ff56b9,direct_cif_set,,C:\Users\brown\Downloads\example created cifs\challenge_002_catio3_perovskite_solution.cif,challenge_002_catio3_perovskite_solution.cif,,,True,Ca1 Ti1 O3,CaTiO3,,,P 1,Pm-3m,,False,False,,1.0,True,2.3,Ca-O,0,97.33599999999997,19.467199999999995,2.3191727084943423,True,0,dup-0002,False,True,False,,,,,False,,,True,11000.0,False,valid_reference_not_checked,0.0,True,False,valid,,,"{'parse_ok': True, 'formula': 'Ca1 Ti1 O3', 'reduced_formula': 'CaTiO3', 'target_formula': None, 'target_formula_match': None, 'declared_space_group': 'P 1', 'detected_space_group': 'Pm-3m', 'target_space_group': None, 'space_group_consistent': False, 'multiplicity_checked': False, 'multiplicity_consistent': None, 'bond_reasonableness_score': 1.0, 'bond_lengths_reasonable': True, 'min_distance': 2.3, 'min_distance_pair': 'Ca-O', 'num_bad_contacts': 0, 'volume': 97.33599999999997, 'volume_per_atom': 19.467199999999995, 'density': 2.3191727084943423, 'geometry_ok': True, 'geometry_warning_count': 0, 'duplicate_group_id': 'dup-0002', 'is_duplicate': False, 'is_unique_representative': True, 'novelty_checked': False, 'nearest_reference_id': None, 'known_match': None, 'novel_by_structure_matcher': None, 'novelty_error': None, 'alignn_ok': False, 'alignn_model': None, 'formation_energy_per_atom': None, 'pre_dft_valid': True, 'pre_dft_rank_score': 11000.0, 'selected_for_dft': False, 'error_type': None, 'error_message': None}"
c587cff8-e659-4949-99a1-17b252ff56b9,direct_cif_set,,C:\Users\brown\Downloads\example created cifs\challenge_004_mgal2o4_spinel_solution.cif,challenge_004_mgal2o4_spinel_solution.cif,,,True,Mg1 Al2 O4,MgAl2O4,,,P 1,Amm2,,False,False,,1.0,True,1.9918584287042083,Mg-O,0,97.33599999999997,13.905142857142852,2.427033319192912,True,0,dup-0003,False,True,False,,,,,False,,,True,11000.0,False,valid_reference_not_checked,0.0,True,False,valid,,,"{'parse_ok': True, 'formula': 'Mg1 Al2 O4', 'reduced_formula': 'MgAl2O4', 'target_formula': None, 'target_formula_match': None, 'declared_space_group': 'P 1', 'detected_space_group': 'Amm2', 'target_space_group': None, 'space_group_consistent': False, 'multiplicity_checked': False, 'multiplicity_consistent': None, 'bond_reasonableness_score': 1.0, 'bond_lengths_reasonable': True, 'min_distance': 1.9918584287042083, 'min_distance_pair': 'Mg-O', 'num_bad_contacts': 0, 'volume': 97.33599999999997, 'volume_per_atom': 13.905142857142852, 'density': 2.427033319192912, 'geometry_ok': True, 'geometry_warning_count': 0, 'duplicate_group_id': 'dup-0003', 'is_duplicate': False, 'is_unique_representative': True, 'novelty_checked': False, 'nearest_reference_id': None, 'known_match': None, 'novel_by_structure_matcher': None, 'novelty_error': None, 'alignn_ok': False, 'alignn_model': None, 'formation_energy_per_atom': None, 'pre_dft_valid': True, 'pre_dft_rank_score': 11000.0, 'selected_for_dft': False, 'error_type': None, 'error_message': None}"
c587cff8-e659-4949-99a1-17b252ff56b9,direct_cif_set,,C:\Users\brown\Downloads\example created cifs\challenge_005_znfe2o4_spinel_solution.cif,challenge_005_znfe2o4_spinel_solution.cif,,,True,Zn1 Fe2 O4,Zn(FeO2)2,,,P 1,Pmm2,,False,False,,0.25,False,1.15,Zn-Fe,3,97.33599999999997,13.905142857142852,4.113075570023195,True,0,dup-0004,False,True,False,,,,,False,,,False,60300.0,False,valid_reference_not_checked,1000.0,False,False,invalid,,,"{'parse_ok': True, 'formula': 'Zn1 Fe2 O4', 'reduced_formula': 'Zn(FeO2)2', 'target_formula': None, 'target_formula_match': None, 'declared_space_group': 'P 1', 'detected_space_group': 'Pmm2', 'target_space_group': None, 'space_group_consistent': False, 'multiplicity_checked': False, 'multiplicity_consistent': None, 'bond_reasonableness_score': 0.25, 'bond_lengths_reasonable': False, 'min_distance': 1.15, 'min_distance_pair': 'Zn-Fe', 'num_bad_contacts': 3, 'volume': 97.33599999999997, 'volume_per_atom': 13.905142857142852, 'density': 4.113075570023195, 'geometry_ok': True, 'geometry_warning_count': 0, 'duplicate_group_id': 'dup-0004', 'is_duplicate': False, 'is_unique_representative': True, 'novelty_checked': False, 'nearest_reference_id': None, 'known_match': None, 'novel_by_structure_matcher': None, 'novelty_error': None, 'alignn_ok': False, 'alignn_model': None, 'formation_energy_per_atom': None, 'pre_dft_valid': False, 'pre_dft_rank_score': 60300.0, 'selected_for_dft': False, 'error_type': None, 'error_message': None}"
c587cff8-e659-4949-99a1-17b252ff56b9,direct_cif_set,,C:\Users\brown\Downloads\example created cifs\challenge_008_limn2o4_spinel_solution.cif,challenge_008_limn2o4_spinel_solution.cif,,,True,Li1 Mn2 O4,LiMn2O4,,,P 1,Pmmm,,False,False,,0.3333333333333333,False,1.15,Li-O,2,97.33599999999997,13.905142857142852,3.0846742929610675,True,0,dup-0005,False,True,False,,,,,False,,,False,60200.0,False,valid_reference_not_checked,1000.0,False,False,invalid,,,"{'parse_ok': True, 'formula': 'Li1 Mn2 O4', 'reduced_formula': 'LiMn2O4', 'target_formula': None, 'target_formula_match': None, 'declared_space_group': 'P 1', 'detected_space_group': 'Pmmm', 'target_space_group': None, 'space_group_consistent': False, 'multiplicity_checked': False, 'multiplicity_consistent': None, 'bond_reasonableness_score': 0.3333333333333333, 'bond_lengths_reasonable': False, 'min_distance': 1.15, 'min_distance_pair': 'Li-O', 'num_bad_contacts': 2, 'volume': 97.33599999999997, 'volume_per_atom': 13.905142857142852, 'density': 3.0846742929610675, 'geometry_ok': True, 'geometry_warning_count': 0, 'duplicate_group_id': 'dup-0005', 'is_duplicate': False, 'is_unique_representative': True, 'novelty_checked': False, 'nearest_reference_id': None, 'known_match': None, 'novel_by_structure_matcher': None, 'novelty_error': None, 'alignn_ok': False, 'alignn_model': None, 'formation_energy_per_atom': None, 'pre_dft_valid': False, 'pre_dft_rank_score': 60200.0, 'selected_for_dft': False, 'error_type': None, 'error_message': None}"
c587cff8-e659-4949-99a1-17b252ff56b9,direct_cif_set,,C:\Users\brown\Downloads\example created cifs\challenge_009_lif_rocksalt_solution.cif,challenge_009_lif_rocksalt_solution.cif,,,True,Li1 F1,LiF,,,P 1,Pm-3m,,False,False,,1.0,True,,,0,97.33599999999997,48.667999999999985,0.44252272990536357,True,0,dup-0006,False,True,False,,,,,False,,,True,11000.0,False,valid_reference_not_checked,0.0,True,False,valid,,,"{'parse_ok': True, 'formula': 'Li1 F1', 'reduced_formula': 'LiF', 'target_formula': None, 'target_formula_match': None, 'declared_space_group': 'P 1', 'detected_space_group': 'Pm-3m', 'target_space_group': None, 'space_group_consistent': False, 'multiplicity_checked': False, 'multiplicity_consistent': None, 'bond_reasonableness_score': 1.0, 'bond_lengths_reasonable': True, 'min_distance': None, 'min_distance_pair': None, 'num_bad_contacts': 0, 'volume': 97.33599999999997, 'volume_per_atom': 48.667999999999985, 'density': 0.44252272990536357, 'geometry_ok': True, 'geometry_warning_count': 0, 'duplicate_group_id': 'dup-0006', 'is_duplicate': False, 'is_unique_representative': True, 'novelty_checked': False, 'nearest_reference_id': None, 'known_match': None, 'novel_by_structure_matcher': None, 'novelty_error': None, 'alignn_ok': False, 'alignn_model': None, 'formation_energy_per_atom': None, 'pre_dft_valid': True, 'pre_dft_rank_score': 11000.0, 'selected_for_dft': False, 'error_type': None, 'error_message': None}"
c587cff8-e659-4949-99a1-17b252ff56b9,direct_cif_set,,C:\Users\brown\Downloads\example created cifs\challenge_010_nacl_rocksalt_solution.cif,challenge_010_nacl_rocksalt_solution.cif,,,True,Na1 Cl1,NaCl,,,P 1,Amm2,,False,False,,1.0,True,2.816913204200655,Na-Cl,0,97.33599999999997,48.667999999999985,0.9970257837317908,True,0,dup-0007,False,True,False,,,,,False,,,True,11000.0,False,valid_reference_not_checked,0.0,True,False,valid,,,"{'parse_ok': True, 'formula': 'Na1 Cl1', 'reduced_formula': 'NaCl', 'target_formula': None, 'target_formula_match': None, 'declared_space_group': 'P 1', 'detected_space_group': 'Amm2', 'target_space_group': None, 'space_group_consistent': False, 'multiplicity_checked': False, 'multiplicity_consistent': None, 'bond_reasonableness_score': 1.0, 'bond_lengths_reasonable': True, 'min_distance': 2.816913204200655, 'min_distance_pair': 'Na-Cl', 'num_bad_contacts': 0, 'volume': 97.33599999999997, 'volume_per_atom': 48.667999999999985, 'density': 0.9970257837317908, 'geometry_ok': True, 'geometry_warning_count': 0, 'duplicate_group_id': 'dup-0007', 'is_duplicate': False, 'is_unique_representative': True, 'novelty_checked': False, 'nearest_reference_id': None, 'known_match': None, 'novel_by_structure_matcher': None, 'novelty_error': None, 'alignn_ok': False, 'alignn_model': None, 'formation_energy_per_atom': None, 'pre_dft_valid': True, 'pre_dft_rank_score': 11000.0, 'selected_for_dft': False, 'error_type': None, 'error_message': None}"
c587cff8-e659-4949-99a1-17b252ff56b9,direct_cif_set,,C:\Users\brown\Downloads\example created cifs\challenge_011_cspbbr3_perovskite_solution.cif,challenge_011_cspbbr3_perovskite_solution.cif,,,True,Cs1 Pb1 Br3,CsPbBr3,,,P 1,P1,,True,False,,1.0,True,1.6263455967290599,Pb-Br,0,97.33599999999997,19.467199999999995,9.891607747612321,True,0,dup-0008,False,True,False,,,,,False,,,True,1000.0,False,valid_reference_not_checked,0.0,True,False,valid,,,"{'parse_ok': True, 'formula': 'Cs1 Pb1 Br3', 'reduced_formula': 'CsPbBr3', 'target_formula': None, 'target_formula_match': None, 'declared_space_group': 'P 1', 'detected_space_group': 'P1', 'target_space_group': None, 'space_group_consistent': True, 'multiplicity_checked': False, 'multiplicity_consistent': None, 'bond_reasonableness_score': 1.0, 'bond_lengths_reasonable': True, 'min_distance': 1.6263455967290599, 'min_distance_pair': 'Pb-Br', 'num_bad_contacts': 0, 'volume': 97.33599999999997, 'volume_per_atom': 19.467199999999995, 'density': 9.891607747612321, 'geometry_ok': True, 'geometry_warning_count': 0, 'duplicate_group_id': 'dup-0008', 'is_duplicate': False, 'is_unique_representative': True, 'novelty_checked': False, 'nearest_reference_id': None, 'known_match': None, 'novel_by_structure_matcher': None, 'novelty_error': None, 'alignn_ok': False, 'alignn_model': None, 'formation_energy_per_atom': None, 'pre_dft_valid': True, 'pre_dft_rank_score': 1000.0, 'selected_for_dft': False, 'error_type': None, 'error_message': None}"
c587cff8-e659-4949-99a1-17b252ff56b9,direct_cif_set,,C:\Users\brown\Downloads\example created cifs\challenge_012_mapbi3_proxy_solution.cif,challenge_012_mapbi3_proxy_solution.cif,,,True,Cs1 Sn1 I3,CsSnI3,,,P 1,R3,,False,False,,1.0,True,1.9918584287042087,Cs-Sn,0,97.33599999999997,19.467199999999995,10.787445339757841,True,0,dup-0009,False,True,False,,,,,False,,,True,11000.0,False,valid_reference_not_checked,0.0,True,False,valid,,,"{'parse_ok': True, 'formula': 'Cs1 Sn1 I3', 'reduced_formula': 'CsSnI3', 'target_formula': None, 'target_formula_match': None, 'declared_space_group': 'P 1', 'detected_space_group': 'R3', 'target_space_group': None, 'space_group_consistent': False, 'multiplicity_checked': False, 'multiplicity_consistent': None, 'bond_reasonableness_score': 1.0, 'bond_lengths_reasonable': True, 'min_distance': 1.9918584287042087, 'min_distance_pair': 'Cs-Sn', 'num_bad_contacts': 0, 'volume': 97.33599999999997, 'volume_per_atom': 19.467199999999995, 'density': 10.787445339757841, 'geometry_ok': True, 'geometry_warning_count': 0, 'duplicate_group_id': 'dup-0009', 'is_duplicate': False, 'is_unique_representative': True, 'novelty_checked': False, 'nearest_reference_id': None, 'known_match': None, 'novel_by_structure_matcher': None, 'novelty_error': None, 'alignn_ok': False, 'alignn_model': None, 'formation_energy_per_atom': None, 'pre_dft_valid': True, 'pre_dft_rank_score': 11000.0, 'selected_for_dft': False, 'error_type': None, 'error_message': None}"
c587cff8-e659-4949-99a1-17b252ff56b9,direct_cif_set,,C:\Users\brown\Downloads\example created cifs\challenge_017_zns_sphalerite_solution.cif,challenge_017_zns_sphalerite_solution.cif,,,True,Zn1 S1,ZnS,,,P 1,R3m,,False,False,,1.0,True,1.9918584287042087,Zn-S,0,97.33599999999997,48.667999999999985,1.6628933303598679,True,0,dup-0010,False,True,False,,,,,False,,,True,11000.0,False,valid_reference_not_checked,0.0,True,False,valid,,,"{'parse_ok': True, 'formula': 'Zn1 S1', 'reduced_formula': 'ZnS', 'target_formula': None, 'target_formula_match': None, 'declared_space_group': 'P 1', 'detected_space_group': 'R3m', 'target_space_group': None, 'space_group_consistent': False, 'multiplicity_checked': False, 'multiplicity_consistent': None, 'bond_reasonableness_score': 1.0, 'bond_lengths_reasonable': True, 'min_distance': 1.9918584287042087, 'min_distance_pair': 'Zn-S', 'num_bad_contacts': 0, 'volume': 97.33599999999997, 'volume_per_atom': 48.667999999999985, 'density': 1.6628933303598679, 'geometry_ok': True, 'geometry_warning_count': 0, 'duplicate_group_id': 'dup-0010', 'is_duplicate': False, 'is_unique_representative': True, 'novelty_checked': False, 'nearest_reference_id': None, 'known_match': None, 'novel_by_structure_matcher': None, 'novelty_error': None, 'alignn_ok': False, 'alignn_model': None, 'formation_energy_per_atom': None, 'pre_dft_valid': True, 'pre_dft_rank_score': 11000.0, 'selected_for_dft': False, 'error_type': None, 'error_message': None}"
